"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","역노선","위치표시","주소표시","역선정방식","역거리km","계산상가까운역","계산거리km"
"","경기","경기","성남시-분당구","구미동","오리역","경기도 성남시 분당구 성남대로 지하 55(구미동 795)","분당선","오리역 인근","경기도 성남시 분당구 성남대로 지하 55(구미동 795)","좌표최단거리","1.07","오리역","1.07"
"","경기","경기","성남시-분당구","금곡동","정자역","경기도 성남시 분당구 성남대로 지하 333(정자동)","분당선","정자역 인근","경기도 성남시 분당구 성남대로 지하 333(정자동)","좌표최단거리","1.11","정자역","1.11"
"","경기","경기","성남시-분당구","백현동","판교역","경기도 성남시 분당구 판교역로 160","경강선","판교역 인근","경기도 성남시 분당구 판교역로 160","좌표최단거리","0.73","판교역","0.73"
"","경기","경기","성남시-분당구","분당동","서현역","경기도 성남시 분당구 성남대로 지하 601","분당선","서현역 인근","경기도 성남시 분당구 성남대로 지하 601","좌표최단거리","2.47","서현역","2.47"
"","경기","경기","성남시-분당구","삼평동","판교역","경기도 성남시 분당구 판교역로 지하 160","신분당선","판교역 인근","경기도 성남시 분당구 판교역로 지하 160","좌표최단거리","1.05","판교역","1.05"
"","경기","경기","성남시-분당구","서현동","서현역","경기도 성남시 분당구 성남대로 지하 601","분당선","서현역 인근","경기도 성남시 분당구 성남대로 지하 601","좌표최단거리","0.91","서현역","0.91"
"","경기","경기","성남시-분당구","수내동","수내역","경기도 성남시 분당구 성남대로 지하 491(수내동)","분당선","수내역 인근","경기도 성남시 분당구 성남대로 지하 491(수내동)","좌표최단거리","0.98","수내역","0.98"
"","경기","경기","성남시-분당구","야탑동","야탑역","경기도 성남시 성남대로 지하 903(야탑동 688-1)","분당선","야탑역 인근","경기도 성남시 성남대로 지하 903(야탑동 688-1)","좌표최단거리","1.63","야탑역","1.63"
"","경기","경기","성남시-분당구","운중동","판교역","경기도 성남시 분당구 판교역로 160","경강선","판교역 인근","경기도 성남시 분당구 판교역로 160","좌표최단거리","3.23","판교역","3.23"
"","경기","경기","성남시-분당구","이매동","이매역","경기도 성남시 성남대로 지하 738","분당선","이매역 인근","경기도 성남시 성남대로 지하 738","좌표최단거리","0.44","이매역","0.44"
"","경기","경기","성남시-분당구","정자동","정자역","경기도 성남시 분당구 성남대로 지하 333 ","신분당선","정자역 인근","경기도 성남시 분당구 성남대로 지하 333 ","좌표최단거리","0.94","정자역","0.94"
"","경기","경기","성남시-분당구","판교동","판교역","경기도 성남시 분당구 판교역로 160","경강선","판교역 인근","경기도 성남시 분당구 판교역로 160","좌표최단거리","1.23","판교역","1.23"
"","경기","경기","성남시-수정구","고등동","모란역","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","분당선","모란역 인근","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","좌표최단거리","2.93","모란역","2.93"
"","경기","경기","성남시-수정구","단대동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","8호선","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","좌표최단거리","0.41","남한산성입구역","0.41"
"","경기","경기","성남시-수정구","복정동","남위례역","경기도 성남시 수정구 공원로 601(복정동)","8호선","남위례역 인근","경기도 성남시 수정구 공원로 601(복정동)","좌표최단거리","0.66","남위례역","0.66"
"","경기","경기","성남시-수정구","산성동","산성역","경기도 성남시 수정구 수정로 지하365(신흥동)","8호선","산성역 인근","경기도 성남시 수정구 수정로 지하365(신흥동)","좌표최단거리","0.29","산성역","0.29"
"","경기","경기","성남시-수정구","수진동","태평역","경기도 성남시 수정구 성남대로 지하 1229번지","분당선","태평역 인근","경기도 성남시 수정구 성남대로 지하 1229번지","좌표최단거리","0.19","태평역","0.19"
"","경기","경기","성남시-수정구","시흥동","야탑역","경기도 성남시 성남대로 지하 903(야탑동 688-1)","분당선","야탑역 인근","경기도 성남시 성남대로 지하 903(야탑동 688-1)","좌표최단거리","2.52","야탑역","2.52"
"","경기","경기","성남시-수정구","신촌동","가천대역","경기도 성남시 수정구 성남대로 1332","분당선","가천대역 인근","경기도 성남시 수정구 성남대로 1332","좌표최단거리","1.93","가천대역","1.93"
"","경기","경기","성남시-수정구","신흥동","신흥역","경기도 성남시 수정구 산성대로 지하280(신흥동)","8호선","신흥역 인근","경기도 성남시 수정구 산성대로 지하280(신흥동)","좌표최단거리","0.64","신흥역","0.64"
"","경기","경기","성남시-수정구","양지동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","8호선","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","좌표최단거리","1.10","남한산성입구역","1.10"
"","경기","경기","성남시-수정구","위례동","","","","위례동 중심","경기 성남시 수정구 위례동","지역중심","","",""
"","경기","경기","성남시-수정구","태평동","가천대역","경기도 성남시 수정구 성남대로 1332","분당선","가천대역 인근","경기도 성남시 수정구 성남대로 1332","좌표최단거리","0.53","가천대역","0.53"
"","경기","경기","성남시-중원구","금광동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","8호선","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","좌표최단거리","0.86","남한산성입구역","0.86"
"","경기","경기","성남시-중원구","도촌동","야탑역","경기도 성남시 성남대로 지하 903(야탑동 688-1)","분당선","야탑역 인근","경기도 성남시 성남대로 지하 903(야탑동 688-1)","좌표최단거리","2.56","야탑역","2.56"
"","경기","경기","성남시-중원구","상대원동","단대오거리역","경기도 성남시 수정구 산성대로 지하365(신흥동)","8호선","단대오거리역 인근","경기도 성남시 수정구 산성대로 지하365(신흥동)","좌표최단거리","1.56","단대오거리역","1.56"
"","경기","경기","성남시-중원구","성남동","모란역","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","분당선","모란역 인근","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","좌표최단거리","0.43","모란역","0.43"
"","경기","경기","성남시-중원구","은행동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","8호선","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","좌표최단거리","1.07","남한산성입구역","1.07"
"","경기","경기","성남시-중원구","중앙동","신흥역","경기도 성남시 수정구 산성대로 지하280(신흥동)","8호선","신흥역 인근","경기도 성남시 수정구 산성대로 지하280(신흥동)","좌표최단거리","0.49","신흥역","0.49"
"","경기","경기","성남시-중원구","하대원동","수진역","경기도 성남시 수정구 산성대로 지하200(수진동)","8호선","수진역 인근","경기도 성남시 수정구 산성대로 지하200(수진동)","좌표최단거리","1.07","수진역","1.07"
"","경기","경기","수원시-권선구","곡선동","매탄권선역","경기도 수원시 영통구 권선로 841","분당선","매탄권선역 인근","경기도 수원시 영통구 권선로 841","좌표최단거리","1.21","매탄권선역","1.21"
"","경기","경기","수원시-권선구","구운동","화서역","경기도 수원시 팔달구 덕영대로 692","경부선","화서역 인근","경기도 수원시 팔달구 덕영대로 692","좌표최단거리","1.50","화서역","1.50"
"","경기","경기","수원시-권선구","권선동","매탄권선역","경기도 수원시 영통구 권선로 841","분당선","매탄권선역 인근","경기도 수원시 영통구 권선로 841","좌표최단거리","0.91","매탄권선역","0.91"
"","경기","경기","수원시-권선구","금곡동","성균관대역","경기도 수원시 장안구 서부로 2149","경부선","성균관대역 인근","경기도 수원시 장안구 서부로 2149","좌표최단거리","3.47","성균관대역","3.47"
"","경기","경기","수원시-권선구","서둔동","화서역","경기도 수원시 팔달구 덕영대로 692","경부선","화서역 인근","경기도 수원시 팔달구 덕영대로 692","좌표최단거리","1.32","화서역","1.32"
"","경기","경기","수원시-권선구","세류동","매교역","경기도 수원시 팔달구 효원로 126","분당선","매교역 인근","경기도 수원시 팔달구 효원로 126","좌표최단거리","0.97","매교역","0.97"
"","경기","경기","수원시-권선구","입북동","성균관대역","경기도 수원시 장안구 서부로 2149","경부선","성균관대역 인근","경기도 수원시 장안구 서부로 2149","좌표최단거리","1.38","성균관대역","1.38"
"","경기","경기","수원시-권선구","평동","고색역","경기도 수원시 권선구 매송고색로 지하690(고색동)","수인선","고색역 인근","경기도 수원시 권선구 매송고색로 지하690(고색동)","좌표최단거리","1.20","고색역","1.20"
"","경기","경기","수원시-권선구","호매실동","오목천역","경기도 수원시 권선구 삼천병마로 1576(오목천동)","수인선","오목천역 인근","경기도 수원시 권선구 삼천병마로 1576(오목천동)","좌표최단거리","2.66","오목천역","2.66"
"","경기","경기","수원시-영통구","광교동","광교중앙역","경기도 수원시 영통구 도청로 지하45","신분당선","광교중앙역 인근","경기도 수원시 영통구 도청로 지하45","좌표최단거리","0.39","광교중앙역","0.39"
"","경기","경기","수원시-영통구","망포동","망포역","경기도 수원시 영통구 봉영로 지하 1520","분당선","망포역 인근","경기도 수원시 영통구 봉영로 지하 1520","좌표최단거리","0.93","망포역","0.93"
"","경기","경기","수원시-영통구","매탄동","수원시청역","경기도 수원시 권선구 효원로 270","분당선","수원시청역 인근","경기도 수원시 권선구 효원로 270","좌표최단거리","1.53","수원시청역","1.53"
"","경기","경기","수원시-영통구","영통동","청명역","경기도 수원시 영통구 봉영로 지하 1670","분당선","청명역 인근","경기도 수원시 영통구 봉영로 지하 1670","좌표최단거리","0.58","청명역","0.58"
